data_id,fact,generated_rule,golden_rule,yesNoRatio
0,,"if an animal has fur, then it probably can't live in a cold climate.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.06372833251953
0,,there exist polar bear species.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",51.48434042930603
0,,"if a species is adapted to cold environments and has fur, then it is a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",47.219160199165344
0,,"if  and , then.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.81163048744202
0,,if a place has.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",50.338876247406006
0,,"if a bear is adapted to hunt polar bears and eats mostly seals, then it is probably an arctic bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",42.577654123306274
0,,"if a species is well insulated, then it is probably a cold-adapted animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.482648611068726
0,,"there exist polar bears, which have a fur that is insulating and is a white color.","If an animal lives in a cold area, then it probably has thick fat or think fur.",44.508370757102966
0,,"if an animal is an adaptation for cold temperature and is not a bear, then it is an arctic bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",40.4509961605072
0,,"if a creature's fur can't protect it from cold, then it will die.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.05737352371216
0,,"i'm not sure if you can do this, but i think you can.","If an animal lives in a cold area, then it probably has thick fat or think fur.",58.58476161956787
0,,"if an animal lives in a cold environment, then it might have good insulating properties.","If an animal lives in a cold area, then it probably has thick fat or think fur.",53.40852737426758
0,,"there exist a polar bear, which is a member of the family ursidae, which is the most common type of bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",48.13586473464966
0,,"if a species is used for transportation, then it is probably a mammal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.16854906082153
0,,"if and, then.","If an animal lives in a cold area, then it probably has thick fat or think fur.",56.56888484954834
0,,"if a species are used for transportation, then it is probably mammal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",48.623642325401306
0,,"if a fur is short, then it might help its owner to better deal with the environment.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.7793664932251
0,,"if a bear can swim across the ice, then it probably can survive in the arctic.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.074344873428345
0,,"there exist animals that have fur, which are white to tan but are actually transparent.","If an animal lives in a cold area, then it probably has thick fat or think fur.",44.43016052246094
0,,"if the animal is adapted for hunting, then he has to have thick fur to keep warm and waterproof.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.56075954437256
0,,"if a bear's fur is white, it might be a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.851099729537964
0,,"if  or , then.","If an animal lives in a cold area, then it probably has thick fat or think fur.",45.981696248054504
0,,"if a bear has a hairy body or white fur, then it might be a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.30701756477356
0,,"if a dog lives in an arctic region, then it has a thick fur.","If an animal lives in a cold area, then it probably has thick fat or think fur.",53.6471962928772
0,,"there exist bears that are larger than the polar bear, which are white, have no underfur, and hunt seals.","If an animal lives in a cold area, then it probably has thick fat or think fur.",43.4747040271759
0,,"if a body has dense fur, then it probably is an arctic animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.33539533615112
0,,"if a mammal is covered by dense hair, then it's likely to have evolved to live in cold climates.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.68686604499817
0,,"if an animal has a high fat content, then it might be suitable to be used as a transportation animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",49.833524227142334
0,,"there exist a species of animal that has a short neck, broad head, small ears, short powerful legs and feet, bushy and densely furred tail, and a thick body covered in coarse hair.","If an animal lives in a cold area, then it probably has thick fat or think fur.",48.59892129898071
0,,"if a mammal is insulator, then it is a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.502334117889404
0,,"if a mammal has a thick fur and dense body, then it probably can live in cold and frozen environments.","If an animal lives in a cold area, then it probably has thick fat or think fur.",46.270912885665894
0,,"if an animal has fur, it probably does not have a wide ecological niche.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.90113687515259
0,,"there exist an animal, which has 10 cm (4 in) of adipose tissue.","If an animal lives in a cold area, then it probably has thick fat or think fur.",45.110905170440674
0,,"if a dog, then it has.","If an animal lives in a cold area, then it probably has thick fat or think fur.",56.408536434173584
0,,"there exist a polar bear, which has 10 cm (4 in) of adipose.","If an animal lives in a cold area, then it probably has thick fat or think fur.",42.454129457473755
0,,"if a dog has fur, then the dog is animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",54.81470227241516
0,,"if a person is born with fur, then he is an animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",54.23799157142639
0,,"if a bear has a dark and thick fur, then it is most likely polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",48.37907552719116
0,,"if a dog has thick fur, then it probably is adapted to live in cold weather.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.70689821243286
0,,"there exist an animal with a short neck, broad and short head, small ears, short powerful legs and feet, bushy and densely furred tail, and a thick body covered in coarse hair.","If an animal lives in a cold area, then it probably has thick fat or think fur.",47.253504395484924
0,,"if a person has thick fur and a white coat, then he probably has a body temperature below the freezing point.","If an animal lives in a cold area, then it probably has thick fat or think fur.",44.24688220024109
0,,"if a mammal has more body fat than a bird, or if it has a shorter nose and is less active, then it might be less intelligent.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.9632031917572
0,,"if '', then ''.","If an animal lives in a cold area, then it probably has thick fat or think fur.",53.015875816345215
0,,"if a person has a fur coat, then he probably enjoys cold weather.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.92912220954895
0,,there exist a species of dog that can run on snow and ice.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",48.322826623916626
0,,there exists.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",55.40618300437927
0,,"if a person has fur, then he/she is a mammal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",54.09397482872009
0,,"if the fur is thick and heavy, then it can help them survive in colder weather.","If an animal lives in a cold area, then it probably has thick fat or think fur.",46.35617136955261
0,,if   or   then.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",52.14911103248596
0,,"if a living organism is able to swim or is a fish, then it will be a.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.37683153152466
0,,"if a bear's hair is white, then it might live in cold places.","If an animal lives in a cold area, then it probably has thick fat or think fur.",49.562662839889526
0,,there exist animal that can be found in the frozen north.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",47.27477729320526
0,,"if an animal is adapted to be a hunter, it probably lives in the cold.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.45127773284912
0,,"if ?, then ?.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.289647817611694
0,,"if a person live in the cold, then it will be easy to see him if he is.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.32461881637573
0,,"if a polar bear has a dense coat, then it might be able to survive in the cold climate.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.843910455703735
1,,"if a creature has strong odor, then it might be a predator.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",48.78659248352051
1,,there exist species that can emit a foul smelling substance from its anal glands for protection.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",47.037047147750854
