data_id,fact,generated_rule,golden_rule,yesNoRatio
0,"Occasionally, Alaskan huskies are referred to as Indian Dogs, because the best ones supposedly come from Native American villages in the Alaskan and Canadian interiors. They typically weigh between 18 and 34 kg (40 and 75 lb) and may have dense or sleek fur.
The Alaskan Gold Rush brought renewed interest in the use of sled dogs as transportation. Most gold camps were accessible only by dogsled in the winter. Everything that moved during the frozen season moved by dog team.
Alaskan marmots possess a short neck, broad and short head, small ears, short powerful legs and feet, bushy and densely furred tail, and a thick body covered in coarse hair.
As an adaption to the Arctic environment and permanently frozen ground, Alaska marmots breed prior to emerging from the winter den.
Polar bears are superbly insulated by up to 10 cm (4 in) of adipose tissue, their hide and their fur. Polar bear fur consists of a layer of dense underfur and an outer layer of guard hairs, which appear white to tan but are actually transparent.
 Although it is the sister species of the brown bear, it has evolved to occupy a narrower ecological niche, with many body characteristics adapted for cold temperatures, for moving across snow, ice and open water, and for hunting seals, which make up most of its diet.","if a fur is short, then it might help its owner to better deal with the environment.",yes,99.55710768699646
1,"The wolverine is the largest land-dwelling species of the family Mustelidae.
Like many other mustelids, it has potent anal scent glands used for marking territory and sexual signaling. The pungent odor has given rise to the nicknames ""skunk bear"" and ""nasty cat.""

Several potential predators—jaguars and smaller cats like the margay—would love to make a meal out of a tamandua if it weren't so stinky! The bad smell lets other wildlife know where the tamandua is and usually sends them in the opposite direction.

The Striped Polecat is legendary for its ability to emit a foul smelling substance from its anal glands for protection. So powerful is this smell that personal observations include seeing an individual standing its ground against three lions which eventually moved away after much lip curling.","if a predator can't detect the prey, then it can't eat it.",yes,84.8359227180481
2,"Some researchers and members of the public use the term brumate to describe winter dormancy of reptiles, but the more general term hibernation is believed adequate to refer to any winter dormancy.

In most areas, groundhogs hibernate from October to March or April, but in more temperate areas, they may hibernate as little as three months. Groundhogs hibernate longer in northern latitudes than southern latitudes.

Bears of northern regions, including the American black bear and the grizzly bear, hibernate in the winter.","if something is cold in winter and hot in summer, then it will.",no,4.3833162521877966e-05
3,"Pet dogs can increase our dopamine, serotonin, and oxytocin levels. These are the “feel good” chemicals our brains release that improve mood and affect happiness. 

Studies have shown that even small interactions with dogs cause the human brain to produce oxytocin, a hormone often referred to as the “cuddle chemical.” Oxytocin increases feelings of relaxation, trust, and empathy while reducing stress and anxiety.

Just like people, cats can show their love through understanding and concern for others. In some instances, they have been known to risk their lives for their owners, protecting them from dangers like poisonous snakes or other hazards. Cats can also detect when their owner is upset and will often console them or, in some cases, even lick away their tears! But perhaps some of the most incredible evidence that cats do get attached to their owners is in the cases where cats have traveled miles upon miles to places they’ve never been in order to find their person.","if a dog is cute and friendly, then it probably gets attached to its owner.",yes,99.82649683952332
4,"Getting a pet will help kids learn vital life skills and lessons like empathy, responsibility, routine and structure. The relationships your children develop with their pets are truly special and extraordinary.

A pet can give you excellent support and unmatched companionship through their natural sense of empathy with no judgment in return.

Pet owners will attest that simply being together with their pet greatly reduces stress, depression and anxiety. Studies have proven an increase in the stress-reducing hormones dopamine and oxytocin and a decrease in the levels of the stress-causing hormone call cortisol for pet owners.","if a child is in good health and is a part of a household where his or her parents or guardians care about him or her, then the child will grow up to be a happy child.",yes,99.66769218444824
5,"The mollusc shell is typically a calcareous exoskeleton which encloses, supports and protects the soft parts of an animal.

Crabs are generally covered with a thick exoskeleton.

Lobsters are invertebrates with a hard protective exoskeleton.",there exist animals which are covered with a thick exoskeleton.,yes,99.83019232749939
6,"Even more chimerical than the chameleon, they can change extremely quickly, and they can alter not only the color of their skin, but also its texture and reflectance.

In the blink of an eye, squid can change from sandy brown to vibrant red or ripple with bright metallic rainbows.

Chameleons can stretch their iridophores to change the wavelength—and therefore the color—of the light they reflect.",there exist two living creatures that can change their color at will.,yes,99.65522289276123
7,"A sunfish (or mola) is any fish in the Mola genus (family Molidae). Their population is considered stable, though they frequently are snagged in drift gill nets and can suffocate on sea trash, like plastic bags (which resemble jellyfish).

The sunfish is native to tropical and temperate waters around the world. 
In general, pelagic fishes also possess large pectoral fins that provide additional hydrodynamic lift and a large dorsal fin that acts to minimize body rolling during swimming.
The marine pelagic environment is the largest aquatic habitat on Earth.
Sharks are a group of elasmobranch fish characterized by a cartilaginous skeleton, five to seven gill slits on the sides of the head, and pectoral fins that are not fused to the head.
Sharks are fishes. Like other fishes, sharks are cold-blooded, have fins, live in the water, and breathe with gills.","if an organism has a skeleton, gills and live in the water, then it is a fish.",yes,99.15693402290344
8,"Crocodiles (family Crocodylidae) or true crocodiles are large semiaquatic reptiles that live throughout the tropics in Africa, Asia, the Americas and Australia. 
Crocodile embryos do not have sex chromosomes, and unlike humans, sex is not determined genetically. Sex is determined by temperature.
Lizards (suborder Lacertilia) are a widespread group of squamate reptiles, with over 6,000 species, ranging across all continents except Antarctica, as well as most oceanic island chains.
Sex determination in lizards can be temperature-dependent. The temperature of the eggs' micro-environment can determine the sex of the hatched young: low temperature incubation produces more females while higher temperatures produce more males.
Turtles are an order of reptiles known as Testudines, characterized by a shell developed mainly from their ribs.
Eggs of turtle vary between rounded, oval, elongated, and between hard- and soft-shelled. Most species have their sex determined by temperature. In some species, higher temperatures produce females and lower ones produce males, while in others, milder temperatures produce males and both hot and cold extremes produce females.","if an animal is cold-blooded, then it probably has a reptilian body.",yes,82.09402561187744
9,"Butterflies have three pairs of legs.
The body of the adult butterfly is comprised of 3 segments - head, thorax and abdomen.
Grasshopper Anatomy Like all insects, the grasshoppers have three main body parts – the head, the thorax and the abdomen. They have six jointed legs, two pairs of wings and two antennae. 

The praying mantis is an insect from the Mantidae group. Has 3 pairs of legs, and carnivores are sometimes cannibals.
The three body parts of a Praying mantis are the head, Thorax, and Abdomen.","if an animal has a long head and large eyes, then it might be a predator.",no,99.66107606887817
10,"The copperhead and the rattlesnake share three characteristics that can quickly distinguish them from other non-venomous snakes.
1. Broad, flattened, arrow shaped heads with narrow necks, while the heads of non venomous snakes are long and slender.
2. The venomous snakes have elliptical shaped eyes similar to a cat’s eye, while non venomous snakes eyes are round.
3. Sensory pits located near the nostrils are also unique to venomous snakes.
Venomous snakes usually have a triangular (wide at the back and attached to a narrow neck) or 'spade-shaped' head.
In Kentucky, the black part in the center of the eye (pupil) of harmless snakes is round. Venomous snakes have egg-shaped or cat-like (elliptical) pupils.
Venomous snakes in Kentucky have a very conspicuous sensory area or pit (hence the name 'pit viper') on each side of the head. The pit looks somewhat like a nostril and helps the snake locate warm-bodied prey. It is located about midway and slightly below the eye and nostril. Non-venomous snakes do not have pits.","if the head of a snake is broad and flat with a narrow neck, then it is a venomous snake.",yes,99.81407523155212
11,"The venomous sting of scorpion is used for offense and defense.

Most species of snake are nonvenomous and those that have venom use it primarily to kill and subdue prey rather than for self-defense.

Spiders are air-breathing arthropods that have eight legs, chelicerae with fangs generally able to inject venom.","there exist spiders, which have eight legs, chelicerae with fangs, and use their venom for defense.",no,98.68250489234924
12,"Adult butterflies have large, often brightly coloured wings, and conspicuous, fluttering flight.","there exist adult butterflies, which have large, often brightly coloured wings, and conspicuous, fluttering flight.",yes,99.7478187084198
13,"Bees feed on and require both nectar and pollen. Most pollen is used by bees as larvae food, but bees also transfer it from plant-to-plant, providing the pollination services needed by plants and nature as a whole.

When birds eat fruits and berries, they move seeds away from the parent plant. Sometimes they do this by carrying a large fruit away to eat it. Sometimes they do this by eating small fruits and berries whole. When they defecate (poop) in another place, the seeds are also covered with fertilizer. When seeds grow near the parent plant, they may compete for water, light, and nutrients. When they are far away, they don’t compete with the parent or each other as much. There may have been diseases or other living things that attacked the parent plant. Birds may have moved the seeds away to a safer place.

Butterflies are great for your garden as they are attracted to bright flowers and need to feed on nectar. When they do this their bodies collect pollen and carry it to other plants. This helps fruits, vegetables and flowers to produce new seeds. The majority of plants need pollinators like bees and butterflies to reproduce.","if a fruit or a vegetable is attracted to flowers, then it is likely to be pollinated.",no,99.857097864151
14,"Flowers produce nectar as a reward for pollination, the process of transferring pollen from flower to flower. Many flowers need pollen to reproduce. However, because plants are immobile they need help with pollen transfer. An animal that transfers pollen from flower to flower is called a pollinator. By rewarding pollinators with nectar, the animals inadvertently help the plant with pollen transfer. This monarch, covered with sticky grains of pollen, is serving as a pollinator.

Plants can propagate themselves by having animals eat their fruit and then defecate the seeds elsewhere, although humans don't really contribute to the process in this way.

Fruit is organic plant matter which contains seeds; their 'intention' (if such a term can be applied to plants) is that they are eaten by animals. The seeds will not be digested but excreted, usually whole, in a nutrient-rich manner which will enable them to grow where they land. Essentially, fruit is the plant's way to transport its seeds.","if an animal can provide pollinators, then the plant will produce more food and grow more quickly.",yes,99.6699571609497
15,"In late Ordovician, the appearance and development of terrestrial plants and microphytoplankton, which consumed atmospheric carbon dioxide, thus, diminishing the greenhouse effect and promoting the transition of the climatic system to the glacial mode, played a unique role in that period.

The ""greening"" of the continents occurred during the Devonian. The covering of the planet's continents with massive photosynthesizing land plants in the first forests may have reduced CO2 levels in the atmosphere. Since CO2 is a greenhouse gas, reduced levels might have helped produce a chillier climate.","if a planet has more land than water, then it might be colder.",no,99.64364767074585
